timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error
1761039771.4435856,0.09987974166870117,-2.2576307369934166e-06,-4.7428835995526684e-05,9.976901501214087,-0.00038439762888848526,-0.0018120523845098903,-0.457253845195653,-0.008529819539007543,0.003579965967651983,-0.002687919157291966,0.62,0.007315305340548252,-0.004536621081411365,0.15,-5.531647557539702e-05,5.3299950091950716e-05,-1.6207718902208264,stabilize,85.0,10.0,0.0,0.0,-10.0,8.379228110131283,0.07249360576548906
1761039771.5621705,0.21846461296081543,-0.00025182014734002943,-0.000666486648564989,9.891745725859018,-0.00546855543818451,-0.012141014592858865,-0.9919239145453083,-0.04610286521886131,0.020898450296556372,-0.0037942804453938985,0.62,-0.02929772460657319,0.012334874155815446,-0.03319976806898767,-0.01718670447593365,0.06335373175808606,0.6598560101630152,stabilize,85.0,10.0,0.0,0.0,-10.0,10.66005812533623,0.016633450527110395
1761039771.66672,0.3230140209197998,-0.0016704807392251626,-0.0038775392591997677,9.762058211860461,-0.020520521986040104,-0.04831886401874991,-1.4657077563912164,-0.04668638881511611,0.01519100593374772,-0.0008114290529327199,0.62,-0.0203793280001373,0.029045098160025117,-0.11552817754306385,0.06284983232066647,-0.16085834180379835,4.383287653256837,stabilize,85.0,10.0,0.0,0.0,-10.0,14.384324427093585,0.03339538539974809
1761039771.7749944,0.431288480758667,-0.00441578851011904,-0.010376495381353424,9.577069733223292,-0.032238167955274205,-0.07439230690356567,-1.9520005062935895,-0.06595964588378354,0.031447000456382816,0.007267695379696498,0.62,0.04328806091603754,-0.018388709807761503,-0.09569382462088273,0.045583997701846776,-0.08318719138458734,6.90208588186183,stabilize,85.0,10.0,0.0,0.0,-10.0,16.902352060216053,0.030147130721015804
1761039771.882967,0.5392611026763916,-0.008770546929901852,-0.02028592197085441,9.340257178212422,-0.04750530642608557,-0.10616403658629395,-2.434663244270786,-0.04226834214606633,0.024486660154040725,0.012127941854993978,0.62,-0.021680792614409604,0.00585027679324091,-0.029327950696603735,0.04791268995859482,-0.07629195731246123,8.353271067589768,stabilize,85.0,10.0,0.0,0.0,-10.0,18.353492173671942,0.008546425417830092
1761039771.9973335,0.6536276340484619,-0.015058252284522464,-0.033966835707814474,9.032618677838736,-0.06262724844379347,-0.13404557697449201,-2.944334120686762,-0.048816688249999234,0.024731205539467886,0.015572813418029902,0.62,0.016921774579718277,-0.007498571148323118,-0.04315551882059948,0.05197452192430396,-0.06624321153482532,9.030060631114603,stabilize,85.0,10.0,0.0,0.0,-10.0,19.030246901653737,0.026664290216060316
1761039772.1075492,0.763843297958374,-0.022703672700662723,-0.05006553891805336,8.681282468402845,-0.0777508162180443,-0.15704972265809355,-3.4296842567041086,-0.041749870334533076,0.03868826945070348,0.018347348296260457,0.62,-0.013885236441031179,-0.0047279912084479845,0.05310952730596294,-0.10767924107051856,-0.02182807896750794,8.519467111298136,stabilize,85.0,10.0,0.0,0.0,-10.0,18.519793016403888,0.032662380388305566
1761039772.2152708,0.8715648651123047,-0.032231771668618354,-0.06834895865738022,8.288484393927808,-0.09919650165046273,-0.1835952925234113,-3.8963706801770077,-0.038667305153415724,0.032278201088880444,0.022038253946325734,0.62,-0.006704527183115508,0.005297086207210175,-0.05615879332279578,-0.0778782790194093,0.116126587679521,8.487489068491053,stabilize,85.0,10.0,0.0,0.0,-10.0,18.488017807982693,0.03457531975149089
1761039772.3224862,0.9787802696228027,-0.043796789846972634,-0.08915565115927339,7.843654371236613,-0.11591195570444673,-0.20358977739247144,-4.361548354147276,-0.044092618567701636,0.03353756559447629,0.014692110039601166,0.62,0.011722758749224916,-0.011516191279878511,0.00795578113698589,-0.07091527634651583,0.12385955225622834,8.540562882950917,stabilize,85.0,10.0,0.0,0.0,-10.0,18.54111221533815,0.019478777131780586
1761039772.4302554,1.0865495204925537,-0.05701147601390829,-0.11227994489661547,7.348897627615377,-0.12722248623363835,-0.22403773421459366,-4.818712937946553,-0.03356728129849201,0.016747372898255192,0.008363323351424624,0.62,-0.014688084378223882,0.021673812275389077,0.11676690099436379,0.33249973351504114,0.3021943837026772,8.065552688369337,stabilize,85.0,10.0,0.0,0.0,-10.0,18.071139185302556,0.05543995826606529
1761039772.5317523,1.1880464553833008,-0.07037783526462081,-0.1358094985184426,6.842771707361361,-0.1381890658306052,-0.24474023548220705,-5.241584917399026,-0.04521447515096245,0.014854691995081328,0.014648854473748597,0.62,0.008588331674551652,0.006341039941972855,0.028922095672793476,0.37991200090980626,0.028635262428353028,6.9587325732285255,stabilize,85.0,10.0,0.0,0.0,-10.0,16.963011631104067,0.03215441291554653
1761039772.6391623,1.2954564094543457,-0.085523470044413,-0.16338513166898985,6.254078260356202,-0.14379150487793702,-0.267571474958017,-5.685860483420912,-0.04836355820601133,0.020281884169263537,0.025248733645490736,0.62,-0.011674374545348734,0.0022535916693014685,-0.12924484310353673,0.34237757767387345,-0.2712966934170765,6.512847929304512,stabilize,85.0,10.0,0.0,0.0,-10.0,16.518624974188658,0.05494803000386602
1761039772.746446,1.4027400016784668,-0.10154910689991868,-0.1936869899539735,5.620202523650682,-0.15417510025994524,-0.2974436937069654,-6.124561045114465,-0.052775320314862595,0.015866154007444972,0.024590635024923337,0.62,0.013415680280812187,0.008533537918152596,-0.027949736365108585,0.3437840950043098,-0.27555832220508014,6.6342346884752486,stabilize,85.0,10.0,0.0,0.0,-10.0,16.640068616570897,0.026676728363515676
1761039772.8527684,1.5090625286102295,-0.11839414659231622,-0.2265648770313673,4.942928383076295,-0.16226685710030947,-0.316119882817282,-6.553180141860106,-0.03598103477819055,0.02417031227910165,0.02377022420915262,0.62,-0.012016173182436054,-0.013565671762768048,-0.03598253239028964,0.3590311073361164,0.10286006860728486,6.334365170557399,stabilize,85.0,10.0,0.0,0.0,-10.0,16.338634246927356,0.021438727927583105
1761039772.9599314,1.6162254810333252,-0.13618969405394035,-0.2616380459663833,4.2179246747701935,-0.16642206754287941,-0.34016598205623627,-6.976280176536152,-0.05382007517184642,-0.0048248183745042555,0.022072819942257908,0.62,0.02466551757734429,0.03659111460160172,0.02762302377995239,1.0721284650653184,-0.395602373621232,5.7377116858611945,stabilize,85.0,10.0,0.0,0.0,-10.0,15.77914857623535,0.037638745310325634
1761039773.0699673,1.7262613773345947,-0.1545270398536006,-0.3001004895507192,3.4306272127642847,-0.17204193023838826,-0.3594399400732164,-7.398076973166188,-0.03105512759119279,0.021055916826887677,0.020854157686560543,0.62,-0.026931280911778637,-0.03258284720596548,-0.04406456320720517,0.9036581067844752,-0.01657468219984226,4.977853722137074,stabilize,85.0,10.0,0.0,0.0,-10.0,15.005098294105998,0.03049346545080496
1761039773.1792564,1.8355505466461182,-0.1735263824338009,-0.3403865945242921,2.5995091454816635,-0.1751529673084987,-0.37846042684000814,-7.810665619277888,-0.0380127437245419,0.016439632536819265,0.011949171600426012,0.62,-0.0013758906027393656,-0.002182779879722496,0.10772784902612999,0.8982174047466279,-0.027696815489756013,4.4528454263451716,stabilize,85.0,10.0,0.0,0.0,-10.0,14.480756283343924,0.03799402106054601
1761039773.2851021,1.9413962364196777,-0.19274005115036438,-0.3815402371223458,1.748094201612392,-0.18628370013465073,-0.39665616921810787,-8.199275676863936,-0.049885280229223214,0.020662593867345737,0.012497638912103133,0.62,0.021233691480611397,0.00032662311313836224,0.016054852469371723,0.5630593599802012,-0.26736379898090834,3.9124560464173643,stabilize,85.0,10.0,0.0,0.0,-10.0,13.926412046444767,0.027777054052407945
1761039773.3941493,2.050443410873413,-0.21337545123874868,-0.4257797602614468,0.836999816707207,-0.19389095056942485,-0.4168946377640866,-8.587181299669313,-0.03927917107824014,0.017781857347241442,0.012565231032390212,0.62,-0.01278577713043862,0.0020258108821153767,-0.05228800281519072,0.6896147904598772,-0.48512138611273004,3.0693471777325723,stabilize,85.0,10.0,0.0,0.0,-10.0,13.09651659681273,0.03773395217728103
1761039773.5000024,2.156296491622925,-0.23436241968747812,-0.47118377047110055,0.5,-0.2005349660256737,-0.4379445472511288,-0.0,-0.04039744594185848,0.010270325071711066,0.003384239341992033,0.62,-0.003969956488768865,0.0010009281673291496,-0.01839103717841158,0.7823367494568717,-0.32300112257623553,2.4387042137578776,stabilize,85.0,10.0,0.0,0.0,-10.0,12.467467386445982,0.02861078319828205
