timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error,waypoint_index,mission_complete
1761249427.1231198,0.10770297050476074,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.2269425,0.21152567863464355,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.3360076,0.3205907344818115,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.4419658,0.42654895782470703,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.5463278,0.5309109687805176,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.6505961,0.6351792812347412,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.7563171,0.7409002780914307,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249427.9079583,0.8925414085388184,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.0136938,0.998276948928833,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.117472,1.1020550727844238,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.221836,1.2064192295074463,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.3252783,1.309861421585083,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.42971,1.4142930507659912,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.539561,1.524144172668457,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.6435013,1.628084421157837,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.7473733,1.7319564819335938,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761249428.8517323,1.836315393447876,0.0,0.0,0.02925612342783881,0.0,0.0,0.9383186117536985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02925612342783881,stabilize,85.0,2.0,0.0,0.0,-2.0,1.9707438765721612,0.0,0,0
1761249428.9621022,1.9466853141784668,0.0,0.0,0.17314034235871525,0.0,0.0,1.3623729442375236,0.0,0.0,0.0,0.5165466472407207,0.0,0.0,0.0,0.0,0.0,0.17314034235871525,stabilize,85.0,2.0,0.0,0.0,-2.0,1.8268596576412848,0.0,0,0
1761249429.0677686,2.052351713180542,0.0,0.0,0.31754493603676526,0.0,0.0,1.3618960609203643,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.31754493603676526,stabilize,85.0,2.0,0.0,0.0,-2.0,1.6824550639632347,0.0,0,0
