timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,flight_mode
1761303065.942973,0.10272336006164551,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.0460863,0.20583677291870117,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.151261,0.31101155281066895,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.2566853,0.41643571853637695,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.3633285,0.5230789184570312,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.4703746,0.6301250457763672,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.575848,0.7355985641479492,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.6801689,0.8399193286895752,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.783777,0.9435274600982666,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303066.971009,1.1307594776153564,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.0775652,1.2373156547546387,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.181844,1.3415944576263428,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.2863665,1.4461169242858887,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.3911116,1.5508620738983154,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.4958942,1.6556446552276611,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.6033065,1.763056993484497,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.7069695,1.8667199611663818,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.8123012,1.9720516204833984,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manual
1761303067.9168777,2.0766282081604004,0.0,0.0,0.039956035179856825,0.0,0.0,1.096327325881231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stabilize
1761303068.0233796,2.1831300258636475,0.0,0.0,0.20471115345766203,0.0,0.0,1.6846216018172695,0.0,0.0,0.0,0.5007077222458081,0.0,0.0,0.0,stabilize
1761303068.128558,2.2883083820343018,0.0,0.0,0.38369962994003814,0.0,0.0,1.6984525767913492,0.0,0.0,0.0,0.4153347705590362,0.0,0.0,0.0,stabilize
