timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error
1761041001.724449,0.10941171646118164,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.488111380045015e-05,-7.341625212426434e-05,-0.10911093236077646,manual,85.0,0.0,0.0,0.0,0.0,0.10911096263564038,0.0586187058369116
1761041001.8363912,0.22135400772094727,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08738360510001834,-0.10272987195894658,0.1753922663259958,manual,85.0,0.0,0.0,0.0,0.0,0.22125046467735734,0.02942454436251986
1761041001.944118,0.32908082008361816,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3260479711976776,-0.045595833644265955,0.39919341559111904,manual,85.0,0.0,0.0,0.0,0.0,0.5174375736445326,0.03736285089430541
1761041002.0523164,0.43727922439575195,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3266069283457034,-0.04511246745630098,0.22716104744787322,manual,85.0,0.0,0.0,0.0,0.0,0.4003865155584365,0.035005199518510145
1761041002.1595743,0.5445370674133301,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3271263016275686,-0.04471734256502488,0.4541085088634261,manual,85.0,0.0,0.0,0.0,0.0,0.5614497268364934,0.0025916120323626413
1761041002.2680995,0.6530623435974121,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32765404366796147,-0.04441251876884859,0.6815511720643077,manual,85.0,0.0,0.0,0.0,0.0,0.7575233622124081,0.02114174912356037
1761041002.376544,0.7615067958831787,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32808857915206147,-0.04397693122715521,0.8538975452756035,manual,85.0,0.0,0.0,0.0,0.0,0.9158149944600589,0.016823076376839156
1761041002.483762,0.8687248229980469,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7350721215150168,0.22857168120781665,0.8519872428716786,manual,85.0,0.0,0.0,0.0,0.0,1.148241394174082,0.02185539902475703
1761041002.5918133,0.976776123046875,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8456020613295482,-0.28776273393999807,0.9120084724968018,manual,85.0,0.0,0.0,0.0,0.0,1.2765616675567824,0.03917483824892763
1761041002.6998446,1.0848073959350586,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6022429454253023,-0.35975769033112065,1.009288690736635,manual,85.0,0.0,0.0,0.0,0.0,1.2291402777208942,0.02159667448968814
