timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error,waypoint_index,mission_complete
1761250303.6565447,0.10841202735900879,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250303.7611203,0.21298766136169434,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250303.8651366,0.3170039653778076,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250303.9672778,0.4191451072692871,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.0700042,0.5218715667724609,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.1740599,0.625927209854126,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.2769294,0.7287967205047607,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.381489,0.8333563804626465,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.4860325,0.9378998279571533,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.5889604,1.040827751159668,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.693792,1.1456594467163086,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.797614,1.249481439590454,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250304.9048371,1.3567044734954834,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.0091293,1.4609966278076172,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.1140652,1.5659325122833252,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.2167544,1.6686217784881592,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.3191772,1.7710444927215576,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.4240425,1.8759098052978516,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.528827,1.98069429397583,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.633228,2.0850954055786133,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.7404544,2.19232177734375,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.8449395,2.296806812286377,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,manual,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1761250305.9493835,2.4012508392333984,0.0,0.0,0.007771223264481295,0.0,0.0,0.4838081761629741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007771223264481295,stabilize,85.0,2.0,0.0,0.0,-2.0,1.9922287767355187,0.0,0,0
1761250306.0571656,2.509032964706421,0.0,0.0,0.125852284146889,0.0,0.0,1.3466029494262726,0.0,0.0,0.0,0.6724177170482621,0.0,0.0,0.0,0.0,0.0,0.125852284146889,stabilize,85.0,2.0,0.0,0.0,-2.0,1.874147715853111,0.0,0,0
1761250306.1616979,2.61356520652771,0.0,0.0,0.2647894997789032,0.0,0.0,1.379395607764004,0.0,0.0,0.0,0.7184849813476546,0.0,0.0,0.0,0.0,0.0,0.2647894997789032,stabilize,85.0,2.0,0.0,0.0,-2.0,1.735210500221097,0.0,0,0
1761250306.2649245,2.716791868209839,0.0,0.0,0.4031138024636674,0.0,0.0,1.32419164595895,0.0,0.0,0.0,0.465657156576085,0.0,0.0,0.0,0.0,0.0,0.4031138024636674,stabilize,85.0,2.0,0.0,0.0,-2.0,1.5968861975363327,0.0,0,0
1761250306.3684826,2.820349931716919,0.0,0.0,0.5389335487458601,0.0,0.0,1.283076917929368,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.5389335487458601,stabilize,85.0,2.0,0.0,0.0,-2.0,1.46106645125414,0.0,0,0
1761250306.4748638,2.9267311096191406,0.0,0.0,0.6737249945956877,0.0,0.0,1.2665867662065715,0.0,0.0,0.0,0.6066856174458594,0.0,0.0,0.0,0.0,0.0,0.6737249945956877,stabilize,85.0,2.0,0.0,0.0,-2.0,1.3262750054043124,0.0,0,0
1761250306.5781565,3.0300238132476807,0.0,0.0,0.7988732626168166,0.0,0.0,1.1760246702977348,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.7988732626168166,stabilize,85.0,2.0,0.0,0.0,-2.0,1.2011267373831833,0.0,0,0
1761250306.6816514,3.133518695831299,0.0,0.0,0.9170563399609917,0.0,0.0,1.099700207575048,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.9170563399609917,stabilize,85.0,2.0,0.0,0.0,-2.0,1.0829436600390083,0.0,0,0
1761250306.785864,3.237731456756592,0.0,0.0,1.0286774708946875,0.0,0.0,1.035408173835071,0.0,0.0,0.0,0.4560622526625575,0.0,0.0,0.0,0.0,0.0,1.0286774708946875,stabilize,85.0,2.0,0.0,0.0,-2.0,0.9713225291053125,0.0,0,0
1761250306.8907168,3.3425841331481934,0.0,0.0,1.1328859761718817,0.0,0.0,0.9673395756596134,0.0,0.0,0.0,0.5111713625928223,0.0,0.0,0.0,0.0,0.0,1.1328859761718817,stabilize,85.0,2.0,0.0,0.0,-2.0,0.8671140238281183,0.0,0,0
1761250306.995511,3.447378396987915,0.0,0.0,1.2292918568305429,0.0,0.0,0.8901187419869802,0.0,0.0,0.0,0.4876575020421103,0.0,0.0,0.0,0.0,0.0,1.2292918568305429,stabilize,85.0,2.0,0.0,0.0,-2.0,0.7707081431694571,0.0,0,0
1761250307.1001146,3.5519819259643555,0.0,0.0,1.3175867934919023,0.0,0.0,0.81641963472523,0.0,0.0,0.0,0.48628635006202625,0.0,0.0,0.0,0.0,0.0,1.3175867934919023,stabilize,85.0,2.0,0.0,0.0,-2.0,0.6824132065080977,0.0,0,0
1761250307.2056682,3.6575355529785156,0.0,0.0,1.3990417647355193,0.0,0.0,0.732987704129104,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.3990417647355193,stabilize,85.0,2.0,0.0,0.0,-2.0,0.6009582352644807,0.0,0,0
1761250307.3064203,3.7582876682281494,0.0,0.0,1.4698640600312718,0.0,0.0,0.6594039452389947,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.4698640600312718,stabilize,85.0,2.0,0.0,0.0,-2.0,0.5301359399687282,0.0,0,0
1761250307.411062,3.862929344177246,0.0,0.0,1.5366510080647482,0.0,0.0,0.5977068027723438,0.0,0.0,0.0,0.3842445361691986,0.0,0.0,0.0,0.0,0.0,1.5366510080647482,stabilize,85.0,2.0,0.0,0.0,-2.0,0.4633489919352518,0.0,0,0
1761250307.5181413,3.970008611679077,0.0,0.0,1.5976673491072226,0.0,0.0,0.5584210940346184,0.0,0.0,0.0,0.5101578640207315,0.0,0.0,0.0,0.0,0.0,1.5976673491072226,stabilize,85.0,2.0,0.0,0.0,-2.0,0.40233265089277737,0.0,0,0
1761250307.6219869,4.073854207992554,0.0,0.0,1.6521251102429693,0.0,0.0,0.4970912066530641,0.0,0.0,0.0,0.46506519664575774,0.0,0.0,0.0,0.0,0.0,1.6521251102429693,stabilize,85.0,2.0,0.0,0.0,-2.0,0.34787488975703074,0.0,0,0
1761250307.7297022,4.181569576263428,0.0,0.0,1.7028021759848546,0.0,0.0,0.4623039821959494,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.7028021759848546,stabilize,85.0,2.0,0.0,0.0,-2.0,0.2971978240151454,0.0,0,0
1761250307.8338776,4.285744905471802,0.0,0.0,1.7475741629560404,0.0,0.0,0.4053828602518854,0.0,0.0,0.0,0.46486589655955657,0.0,0.0,0.0,0.0,0.0,1.7475741629560404,stabilize,85.0,2.0,0.0,0.0,-2.0,0.2524258370439596,0.0,0,0
1761250307.9386673,4.3905346393585205,0.0,0.0,1.7884110245647786,0.0,0.0,0.3842730569746522,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.7884110245647786,stabilize,85.0,2.0,0.0,0.0,-2.0,0.21158897543522137,0.0,0,0
1761250308.0483277,4.500195026397705,0.0,0.0,1.826386301344942,0.0,0.0,0.3573397088144852,0.0,0.0,0.0,0.6354888007652137,0.0,0.0,0.0,0.0,0.0,1.826386301344942,stabilize,85.0,2.0,0.0,0.0,-2.0,0.17361369865505805,0.0,0,0
1761250308.1542277,4.6060950756073,0.0,0.0,1.860408867941529,0.0,0.0,0.29606271661658295,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.860408867941529,stabilize,85.0,2.0,0.0,0.0,-2.0,0.13959113205847107,0.0,0,0
1761250308.2588072,4.710674524307251,0.0,0.0,1.8895878977207257,0.0,0.0,0.2668561271534467,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.8895878977207257,stabilize,85.0,2.0,0.0,0.0,-2.0,0.11041210227927434,0.0,0,0
1761250308.3634965,4.815363883972168,0.0,0.0,1.9160835090101136,0.0,0.0,0.23003385569017556,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.9160835090101136,stabilize,85.0,2.0,0.0,0.0,-2.0,0.0839164909898864,0.0,0,0
