timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error
1761052625.1282892,0.10186266899108887,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09775865635980972,0.05206008808359376,0.0030568750626407733,manual,85.0,0.0,0.0,0.0,0.0,0.11079870102891776,0.03706836269021482
1761052625.2371666,0.2107400894165039,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03368232969103951,0.04164604251652265,-0.06156890291916266,manual,85.0,0.0,0.0,0.0,0.0,0.08160650707739653,0.03933355536670604
1761052625.3376324,0.3112058639526367,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14537315221253194,-0.08453087204172283,0.0221063252185665,manual,85.0,0.0,0.0,0.0,0.0,0.16960987980365744,0.03108969726576109
1761052625.4461286,0.41970205307006836,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11270433257018966,-0.11982141410121537,0.17965821254051054,manual,85.0,0.0,0.0,0.0,0.0,0.24359086844657807,0.015231965435760409
1761052625.5557199,0.5292932987213135,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23400007642237902,0.15464503154509562,0.6163350500704714,manual,85.0,0.0,0.0,0.0,0.0,0.6771558280725591,0.008395702758103434
1761052625.665168,0.6387414932250977,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13474836296232115,0.022093756517007335,0.7532576097442388,manual,85.0,0.0,0.0,0.0,0.0,0.765533984899209,0.03049084511428529
1761052625.7656753,0.7392487525939941,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793325983709498,0.02444849964360943,0.803587802719778,manual,85.0,0.0,0.0,0.0,0.0,0.8157062400056236,0.023578203521882394
1761052625.8657608,0.83933424949646,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194502432515162,-0.2188062223955691,0.7175802891040074,manual,85.0,0.0,0.0,0.0,0.0,0.9124835283355364,0.03580222213276109
1761052625.9660678,0.9396412372589111,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5419033611575197,-0.042206668285693506,0.8695796074137399,manual,85.0,0.0,0.0,0.0,0.0,1.025480057978423,0.050083726804981535
1761052626.0768027,1.0503761768341064,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25515147084302997,-0.019023596188613136,0.7640601316855422,manual,85.0,0.0,0.0,0.0,0.0,0.8057617855896599,0.03988391488409587
1761052626.1868577,1.160431146621704,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586381269461163,-0.01894451698128014,0.792120805227432,manual,85.0,0.0,0.0,0.0,0.0,0.8334914189768271,0.042889433838016085
1761052626.296764,1.2703373432159424,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14021468797280773,0.26240619187956016,0.7297058290875986,manual,85.0,0.0,0.0,0.0,0.0,0.788027769348558,0.03900090590700496
1761052626.4060411,1.3796145915985107,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050844842746592844,0.4414372314211489,0.8311503692296907,manual,85.0,0.0,0.0,0.0,0.0,0.9424770361071647,0.02035657974828912
1761052626.5157695,1.4893429279327393,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576685412788914,0.3543926603388398,1.0805803774944998,manual,85.0,0.0,0.0,0.0,0.0,1.275074184215066,0.03075107652292573
1761052626.625861,1.5994343757629395,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4350978184867726,0.5844108269101321,0.9860730010232837,manual,85.0,0.0,0.0,0.0,0.0,1.2260448970607878,0.029504049245196482
1761052626.7300045,1.703577995300293,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574514414192181,0.038497182953607406,0.9375593133289017,manual,85.0,0.0,0.0,0.0,0.0,1.1002573840787027,0.028445390377134883
1761052626.8423052,1.8158786296844482,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808403623429028,-0.4436311058486572,0.9787156324444197,manual,85.0,0.0,0.0,0.0,0.0,1.3446967188331964,0.023702539234359225
1761052626.9525964,1.9261698722839355,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8109108277191727,-0.4466293070891996,1.1001964695069295,manual,85.0,0.0,0.0,0.0,0.0,1.4378756483015784,0.04715150652831778
1761052627.1685965,2.142169952392578,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16859734220121803,-0.6156131902538994,1.9422280867548394,manual,85.0,0.0,0.0,0.0,0.0,2.0444203591216903,0.03477470322888388
1761052627.267246,2.2408194541931152,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16750144890942864,-0.6190954108476779,1.5628775371071097,manual,85.0,0.0,0.0,0.0,0.0,1.6893555159034461,0.034683324303165515
1761052627.3677797,2.341353178024292,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166475817342272,-0.6225142706476381,1.3218749797713103,manual,85.0,0.0,0.0,0.0,0.0,1.4705752877922096,0.03509016281513421
1761052627.4695892,2.443162679672241,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02758799982839766,-0.36371585333009065,1.2899834671041164,manual,85.0,0.0,0.0,0.0,0.0,1.340562443566179,0.03463293065626915
1761052627.5687695,2.5423429012298584,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028988723496077673,-0.36668769539524315,1.2733647507410768,manual,85.0,0.0,0.0,0.0,0.0,1.325427478391063,0.04489610196727711
1761052627.6797714,2.6533448696136475,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20174049920525472,-0.1480723839712817,1.2745110402829911,manual,85.0,0.0,0.0,0.0,0.0,1.2988468161094888,0.043134855401110686
1761052627.7899566,2.7635300159454346,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20090930600790843,-0.1494459555223036,1.0710148310956578,manual,85.0,0.0,0.0,0.0,0.0,1.0998960911328914,0.04910792402216197
1761052627.8900654,2.8636388778686523,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03165316555885069,-0.3712127147515498,1.0636275479988486,manual,85.0,0.0,0.0,0.0,0.0,1.1269890697540748,0.050067111837149486
1761052628.0006402,2.9742136001586914,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03272279212224172,-0.3734682360183543,1.193392777389409,manual,85.0,0.0,0.0,0.0,0.0,1.2508939305809044,0.07172161874439774
1761052628.1110187,3.08459210395813,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03509853138127828,-0.07546940744630797,1.066876133281478,manual,85.0,0.0,0.0,0.0,0.0,1.0701178543184193,0.07294086790838032
1761052628.222285,3.1958584785461426,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036966033194293306,-0.07686490731112762,1.2445881426652852,manual,85.0,0.0,0.0,0.0,0.0,1.2475072530647244,0.03559998557499733
1761052628.3323183,3.305891752243042,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24030954467631419,0.22164114046596683,1.1146720130958958,manual,85.0,0.0,0.0,0.0,0.0,1.1616226449191014,0.04490640121134915
1761052628.4422395,3.4158129692077637,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09962641963649449,0.19082491400926233,1.294659712225054,manual,85.0,0.0,0.0,0.0,0.0,1.3124341285393675,0.04760374325442047
1761052628.5525873,3.526160717010498,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3398406900449629,0.3776365745220548,1.247538688077463,manual,85.0,0.0,0.0,0.0,0.0,1.3470166499628078,0.042671792024660746
1761052628.6626635,3.6362369060516357,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3784103719042011,-0.13140900119619894,0.9208142103237607,manual,85.0,0.0,0.0,0.0,0.0,1.0041720694653031,0.04144687484478579
1761052628.7708092,3.744382619857788,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4820160155992354,-0.17173671985214412,0.9442386627694,manual,85.0,0.0,0.0,0.0,0.0,1.0739737392079385,0.03876457272421729
