timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,flight_mode,battery_level,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error
1760989092.9590726,0.10051536560058594,0.00016865149579141635,-4.36003955408459e-05,10.034980515704047,0.005334404364963083,-0.0018178272673073773,0.6957339838008113,-0.0032308000096374213,-0.0050624219202168586,-0.005379676238360568,0.65,0.001523438875282244,0.007506381748407506,0.12519780690146304,-0.6923509713742988,1.056848091885939,7.96919629269699,stabilize,85.0,10.0,0.0,0.0,-10.0,18.013558592414803,0.03890981827005439
1760989093.119377,0.260819673538208,0.013019420972033733,0.008071310471095865,10.231730609013962,0.29341830537383046,0.2190580746947938,1.735208671814756,0.2646253255313053,-0.3285694326251709,-0.013021029428671154,0.65,0.034567603951758105,-0.04167477804568656,-0.028634959034430807,-0.7209197847059042,1.3432265834218837,7.373031347864577,stabilize,85.0,10.0,0.0,0.0,-10.0,17.43978787727296,0.02964876812598948
1760989093.2441683,0.38561105728149414,0.0916865962627886,0.06805040411566107,10.490814815696547,0.8101586287437271,0.5696528265307976,2.442210652642379,-0.23692131960071203,0.12826133842260673,-0.026097592136225204,0.65,-0.2,0.2,-0.0773929562839342,-0.6442019256661261,1.1498175675042834,7.394212269821286,stabilize,85.0,10.0,0.0,0.0,-10.0,17.444073407526545,0.30595583092414436
1760989093.359833,0.5012757778167725,0.1442354847944827,0.07700220865776965,10.793658995005536,0.004136933662631681,-0.5442842977237902,2.6562261308305986,-0.7234270453260562,0.6555642323893386,-0.035057801308362835,0.65,0.2,-0.2,0.15,-0.5990820115831573,1.1743270675543296,10.352711524974627,stabilize,85.0,10.0,0.0,0.0,-10.0,20.395362456623033,0.5862059237865657
1760989093.474728,0.6161708831787109,0.10785886649094273,-0.027860220833334864,11.10211144499075,-0.47268485114720715,-1.1387763828445527,3.1526480374386407,0.049358872225102865,-0.07547129473373948,-0.03520628175430888,0.65,-0.2,0.2,0.15,-0.9989183105411077,0.8324917347455483,10.606750710452896,stabilize,85.0,10.0,0.0,0.0,-10.0,20.647737288194676,0.4856233758037016
1760989093.5809991,0.7224419116973877,0.06362233911293569,-0.1485127252565575,11.499539054740662,-0.44134572209092815,-1.1210312940608853,3.917063286866278,-0.30660629195061995,0.31218936939136177,-0.020952260544942224,0.65,-0.2,0.09898452642060407,0.13650387018502871,-0.9623017277718695,0.8005901886910644,10.915474250370945,stabilize,85.0,10.0,0.0,0.0,-10.0,20.952900333448618,0.1155872106462802
1760989093.6852548,0.826697587966919,-0.021483004708752286,-0.3139367971445523,11.919487330308824,-1.2185673787654459,-2.165967802376438,4.031550709260285,-0.7697783033761998,0.6513226104689461,-0.007200933907030971,0.65,0.2,-0.2,0.15,-0.9155919237429545,0.7806873235874834,11.452971871990652,stabilize,85.0,10.0,0.0,0.0,-10.0,21.486688516578248,0.6176924314177193
1760989093.7947247,0.9361674785614014,-0.18791106618862172,-0.6070171065224192,12.381251918841878,-1.5956376730619564,-2.898279385125347,4.48384255666327,-0.01643379467788675,-0.10899097481518667,0.013702731086386331,0.65,-0.2,0.2,-0.029665396694873766,-0.8974556870717958,0.6770404316536621,11.7650738906297,stabilize,85.0,10.0,0.0,0.0,-10.0,21.794087545041247,0.4653133687785881
1760989093.9064384,1.0478811264038086,-0.35530102097428484,-0.9277113298836877,12.924181162893067,-1.5341228898384685,-2.9461390275186616,5.218921153063789,-0.33140759725993457,0.3231887048316068,0.04661202793699011,0.65,-0.2,0.05259611478126057,0.06177157979605793,-1.256483899673559,-0.7075948545635172,10.614361047093421,stabilize,85.0,10.0,0.0,0.0,-10.0,20.664736234664748,0.09201723353903946
1760989094.0209,1.1623427867889404,-0.5723040161477992,-1.3291100035149122,13.53121435090622,-2.259901314975815,-4.189002681546366,5.275787590678598,-0.7848046837949137,0.6090903726589961,0.07640971437431637,0.65,0.2,-0.2,-0.15,-0.9808122848587467,-0.4008945134247717,11.417594336208435,stabilize,85.0,10.0,0.0,0.0,-10.0,21.44378829170377,0.6235165182377328
1760989094.133387,1.2748298645019531,-0.8451741692276403,-1.8500316201675149,14.136609885616146,-2.4452619041719927,-4.877095443087556,5.7320570057212406,0.03246454414265303,-0.16971075849019515,0.09192672742292483,0.65,-0.2,0.2,-0.15,-0.5674747102048594,-1.2766547017409564,11.655306246328175,stabilize,85.0,10.0,0.0,0.0,-10.0,21.700326343086626,0.543083060336793
1760989094.2354572,1.3768999576568604,-1.0807497363749858,-2.335599105371239,14.754463456358446,-2.274931560683644,-4.690610687498229,6.379127058505605,-0.11589327077334419,0.2078260713021594,0.10342176046501281,0.65,-0.2,0.2,-0.07603005096441001,0.2077756253099733,-1.6133897252346423,12.479024359269228,stabilize,85.0,10.0,0.0,0.0,-10.0,22.537806753554904,0.27902818030197407
1760989094.342928,1.4843707084655762,-1.3631458173563151,-2.885540184363866,15.462474889507654,-2.9823988999499087,-5.633206125105681,6.52012429691758,-0.7478872598114594,0.7529225299089618,0.11341450537662523,0.65,0.2,-0.2,-0.03233718288380158,0.0843372600325703,-1.9957315925012469,14.63532267045078,stabilize,85.0,10.0,0.0,0.0,-10.0,24.716172447204755,0.6550024693129178
1760989094.446653,1.5880956649780273,-1.7033152240389733,-3.522875576720822,16.142817502559723,-3.450563438802179,-6.456934491555317,6.756166824978282,-0.09746467110226315,0.013182893794159406,0.11765654660655418,0.65,-0.2,0.2,-0.15,-1.0060759650147229,-3.7481533240737277,12.966044483695281,stabilize,85.0,10.0,0.0,0.0,-10.0,23.291630286762146,0.3167175641060891
1760989094.555562,1.697004795074463,-2.061870407274203,-4.210676032740624,16.91086868267293,-3.143416590393189,-6.202048629029585,7.408485007998778,-0.004096475612484073,-0.07034924896587058,0.11190105165928137,0.65,-0.2,0.2,0.0594649581454736,-1.2399563538839935,-4.298753582368674,16.016834585862547,stabilize,85.0,10.0,0.0,0.0,-10.0,26.39872072638366,0.5052923346176214
1760989094.6610763,1.8025190830230713,-2.407266560468943,-4.891799346471274,17.721281727785627,-3.5202245657537934,-6.889461066039133,7.716940620254198,-0.771556454521408,0.6942350416738654,0.0976826895242161,0.65,0.2,-0.2,0.15,-1.59512419803455,-3.7412188210264192,16.453165139105195,stabilize,85.0,10.0,0.0,0.0,-10.0,26.763988591963045,0.6061113973881153
1760989094.7703753,1.911818027496338,-2.825503712591901,-5.706243602867963,18.554921802335627,-4.1183104367564995,-7.951566529285323,7.7360797053806705,-0.2999976377862362,0.21577658689006232,0.07772067792358288,0.65,0.11195055227377004,-0.035303824607797685,0.02211405574462471,-2.190994906810022,-5.047886444156992,16.128683580672266,stabilize,85.0,10.0,0.0,0.0,-10.0,26.701867385890147,0.07899464238529956
1760989094.8830683,2.0245110988616943,-3.282879992848576,-6.602068053319275,19.466990895504658,-3.8562784118089084,-7.746223249772833,8.373153591049507,0.07879100163339638,-0.14438729401372774,0.05345586938085421,0.65,-0.2,0.2,0.15,-1.8637276176474389,-6.138405294784752,16.270465236116387,stabilize,85.0,10.0,0.0,0.0,-10.0,27.04238975974244,0.6053054189741582
1760989094.9912338,2.132676601409912,-3.7027729862539394,-7.445573218855897,20.396289451729423,-4.1429769954315905,-8.188801663149293,8.745279318363837,-0.7406205640381047,0.6614249309528629,0.041590701698913546,0.65,0.2,-0.2,0.026394226089888437,-2.1562755057035528,-6.837216262765236,19.329535329992236,stabilize,85.0,10.0,0.0,0.0,-10.0,30.19302391204931,0.5433427032482776
1760989095.0977705,2.239213228225708,-4.1805124405784335,-8.379227108832444,21.31687689501447,-4.798804228646304,-9.278901571526557,8.61120591839379,-0.5038803063593298,0.3781125083597602,0.03347627305132821,0.65,0.2,-0.2,-0.14849737085174652,-3.1024090646824747,-7.059108987410686,19.6850748882536,stabilize,85.0,10.0,0.0,0.0,-10.0,30.67017497214502,0.28987048911437885
1760989095.2033484,2.3447911739349365,-4.689770578506577,-9.371801551268693,22.25690887315899,-4.627396572842834,-9.22350623805325,9.132801501435255,0.15695907902213835,-0.2371818508756262,0.02113037663311372,0.65,-0.2,0.2,-0.12622624263380128,-3.543918266396284,-8.206093010724423,19.00934667090433,stabilize,85.0,10.0,0.0,0.0,-10.0,30.35525512085618,0.7093439967905192
