timestamp,simulation_time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,attitude_roll,attitude_pitch,attitude_yaw,angular_velocity_x,angular_velocity_y,angular_velocity_z,acceleration_x,acceleration_y,acceleration_z,motor_speed_1,motor_speed_2,motor_speed_3,motor_speed_4,control_throttle,control_roll,control_pitch,control_yaw,estimated_position_x,estimated_position_y,estimated_position_z,estimated_velocity_x,estimated_velocity_y,estimated_velocity_z,estimated_attitude_roll,estimated_attitude_pitch,estimated_attitude_yaw,sensor_accel_x,sensor_accel_y,sensor_accel_z,sensor_gyro_x,sensor_gyro_y,sensor_gyro_z,sensor_gps_x,sensor_gps_y,sensor_gps_z,sensor_gps_vx,sensor_gps_vy,sensor_gps_vz,sensor_baro_altitude,sensor_mag_x,sensor_mag_y,sensor_mag_z,flight_mode,battery_level,gps_fix,waypoint_index,mission_complete,setpoint_altitude,setpoint_position_x,setpoint_position_y,setpoint_position_z,position_error,attitude_error
1760893467.0981839,0.10141968727111816,-6.95851716753741e-13,7.51651637504681e-15,0.050395800628317805,-2.7561698854635232e-11,3.201316282401546e-13,0.9926955682612539,9.041596651835289e-08,1.2508577860625315e-05,-3.62515525795473e-09,,,,,,,,,,,0.8,-0.04414063334705132,1.0,0.20138129697748022,-0.04337410030571752,-0.05581393356378818,-2.3635953077217584,0.03000275667957823,-0.015256838348786557,0.43438408867295764,0.0003927362556859805,-0.0020759571621758125,-0.11357071175600011,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,16.870711192512836,0.11359036230539184
1760893467.2058904,0.20912623405456543,-1.2648346300434197e-11,2.6629680983126675e-14,0.2134979329594177,-2.4294848861983236e-10,-7.796569538162218e-13,2.0321769324479946,-8.779658137611229e-07,5.331878363383916e-05,3.2951817405109026e-08,,,,,,,,,,,0.8,-0.2796997517331374,1.0,0.03287162157299969,-0.46868274696744083,-0.5503243055791558,-0.3070890063630515,0.0407016795693219,-0.01242668211729329,1.5219219981739815,-0.00047940033280498626,-0.009504951917257134,-0.010381381744620999,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,18.262955026451973,0.01408357279087994
1760893467.3114805,0.3147163391113281,-6.502603308147234e-11,-1.1282769910684879e-12,0.4791374225993356,-8.302096224785348e-10,-3.107346491026229e-11,3.0177188725117072,-9.392995952327214e-06,0.00012090894336005063,3.6722485421587504e-07,,,,,,,,,,,0.8,-0.2537114339851595,1.0,0.08673860310478829,-0.2523439829656125,-0.5056808570199972,-0.2684191326380391,0.042361605798766695,-0.03302297579342682,2.6472932758308407,0.0003798761739499171,-0.008557915309292528,-0.04778525865702542,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,18.09954077544149,0.04854702014817574
1760893467.4183598,0.42159557342529297,-2.1091540908153146e-10,-1.0068727699408703e-11,0.8554379380416254,-1.9876679327376416e-09,-1.5560207779465819e-10,3.9826876345680287,-2.7347638294196067e-05,0.00021858622288180687,1.078365769709182e-06,,,,,,,,,,,0.8,0.011738314480280003,1.0,0.09353878664996754,0.35348942028734814,-0.08676616341757501,-0.27824078090865356,-0.006396032135425808,-0.005856471147213884,3.6938638683690566,-0.0020370272522917134,-0.00651652737441657,-0.052992617124242844,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,17.57954501239257,0.053430628657397394
1760893467.5256763,0.5289120674133301,-5.193346551705712e-10,-3.962913668915407e-11,1.3322486599922643,-3.911979417598029e-09,-4.236334994331427e-10,4.893727820985096,-5.1087108371778023e-05,0.000344844509672791,2.0203252824382307e-06,,,,,,,,,,,0.8,-0.14182813647908926,0.9955742362190543,-0.2386267714789923,-0.3799744685446529,-0.42072011833762646,-0.5987975702760727,0.012404406455791476,0.00594172017889575,4.704141121431565,-0.0035079689874711866,-0.0024048051862266585,0.1220941596567754,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,18.030619157303125,0.1221682150016727
1760893467.6341753,0.6374111175537109,-1.0855652476189667e-09,-1.0788306728703912e-10,1.910387575735397,-6.681403036803408e-09,-8.666805058492953e-10,5.752277162810211,-8.193792616549194e-05,0.0005016251482787646,3.2448230387612477e-06,,,,,,,,,,,0.8,0.00044383698586671766,1.0,0.004676295835555426,0.0598704076112949,-0.13196156137332876,-1.042214463261641,0.0014638843063627916,0.00025954366005079196,5.565437192473149,-0.005268082006217479,-0.012312286784340916,-0.013787101537806518,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,17.42029872916213,0.019220542726413194
1760893467.7436335,0.7468693256378174,-2.0110082837676615e-09,-2.354447817737105e-10,2.580921501050171,-1.0500735483689771e-08,-1.5085305656872805e-09,6.545505108929972,-0.00011393013266028769,0.0006879041485773253,4.514893333342547e-06,,,,,,,,,,,0.8,0.09061096685665712,1.0,-0.10426563039587015,0.23908861336709075,-0.040318853386274396,-1.6015575060717695,-0.020861544275299494,0.0589230055291265,6.401867712941184,-0.004465962202453443,-0.017862421773113563,0.05089707273773096,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,16.982931634372992,0.054125067605169976
1760893467.8503194,0.8535552024841309,-3.385487450698213e-09,-4.386166673081933e-10,3.317635600569842,-1.5578074352423224e-08,-2.347176701009528e-09,7.252742000153469,-0.00014544761004390495,0.0008986246617806018,5.763921260214729e-06,,,,,,,,,,,0.8,-0.37025317725015333,1.0,0.23175314417637283,-0.46754265306473364,-0.8223518359686305,-2.449008694306418,0.000888962999167533,0.019618821173973483,7.1140148051311485,0.0010239315799351078,-0.017044345331878853,-0.1360022514946274,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,17.23190668397313,0.1370699476737356
1760893467.9562502,0.9594860076904297,-5.371311664512684e-09,-7.423335418839908e-10,4.124069361771627,-2.188106066363658e-08,-3.388036317050374e-09,7.889288773054768,-0.00018823472150301696,0.0011377750044239256,7.454110433205137e-06,,,,,,,,,,,0.8,-0.32556167010553255,0.9985784185072735,0.017636974167798275,-0.036256763934942024,-0.7820407118365296,-3.189734015522738,-0.0069366413824933065,0.018765468728142505,7.774553694536239,0.0017529681400415887,-0.0162128129891641,-0.013181747109195487,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,16.52514229667258,0.020968706664274566
1760893468.0648568,1.0680925846099854,-8.162637021191605e-09,-1.1807764271972434e-09,5.008691032737882,-3.0424131958954223e-08,-4.846516638915039e-09,8.466857098976057,-0.00024308808601321792,0.0014100300646567874,9.61015701622342e-06,,,,,,,,,,,0.8,-0.6683254924199468,1.0,0.08401757731441634,-0.2624721469106105,-1.405238836668585,-3.872939817154809,0.026023296737227655,-0.029183267910214757,8.377500860747645,0.0019215537144513905,-0.02175072469842541,-0.05422163697249685,,,,,,,,,,,,,,,,,auto,85.0,True,0,False,-10.0,15.0,0.0,-10.0,16.50632056842199,0.058453163383699366
